0.038682,-0.394402,0.160212,1.449228,0.04556,0.150432,0.14223,-1.582424,0.271867,0.166839,1.7991419999999998,-0.241153,0.272576,1.0814409999999999,0.617038,1.230618,-0.635634,-0.587438,0.010669,0.353857,1.326255,4.228811,7.0
-0.062738,-0.255034,-0.095115,1.7317259999999999,0.475609,-0.052214,-0.040893,-0.04292,-0.700176,0.484591,2.1976459999999998,0.813259,0.378949,-1.849357,4.274271,1.20509,4.610882,-0.720932,2.426561,4.766501,2.761355,-13.032866,2.0
-0.509871,-0.349948,-0.30509,1.817549,-0.101058,-0.052104,0.548835,0.28281,0.022628,0.324691,-0.061121,0.152565,0.020175,0.006456,1.697727,0.876261,2.245099,-1.00832,0.011133,0.590469,-1.581988,9.527928999999999,3.0
-0.570064,-0.32824,0.016861,1.8879830000000002,-0.023272,0.219478,0.627088,2.1059759999999996,-0.109926,1.7069759999999998,0.799944,0.77959,0.466511,-0.543047,18.894895,-8.954257,-3.0410630000000003,-15.926205,-1.410874,-5.316014,-20.069905,24.738548,1.0
0.241064,-0.392517,0.046046,1.456485,0.003306,0.097496,0.14223,-0.000102,0.00067,-9e-06,-0.001017,0.010716,-0.003178,-0.011511,0.141342,-0.000696,0.121172,0.031915,0.00148,-0.131154,-0.22921,26.459728000000002,4.0
-0.493755,-0.357551,-0.13824,1.861688,-0.030529,0.010038,0.556507,0.068977,0.007507,0.031573,-0.114606,0.029718,-0.002815,-0.076025,-1.9151330000000002,-0.073348,-0.516979,1.125523,-0.219978,-0.116571,1.594018,0.753076,6.0
-0.349227,-0.314607,-0.003392,1.616068,0.348811,-0.16665,0.214509,0.674817,0.849115,-0.489823,-2.34025,-1.307242,0.552043,1.952332,1.088254,-4.669415,5.019517,5.927207,9.318558,-0.222015,-8.268184,-27.592996999999997,2.0
-0.340759,-0.206597,-0.127872,1.64762,-0.109666,0.127416,0.379288,2.252631,0.255413,-0.128881,-0.983717,0.009914,-0.21371,-1.061658,9.800055,-0.20086,7.476364,2.629932,1.461792,4.447367,-0.147374,39.68959,4.0
-0.491408,-0.625711,-0.035645,1.851954,0.906855,-0.675932,0.051935,0.205261,-0.400013,0.739477,1.370891,1.2967030000000002,0.88822,-1.2059739999999999,2.498911,4.615475,-4.342983,-12.473929,-12.523660000000001,-2.494508,13.989094,2.6553970000000002,7.0
0.213212,-0.172733,-0.070057,1.164213,0.311646,-0.000172,0.341094,-0.809807,-0.859473,-0.122521,2.637136,0.370125,-0.855828,-2.310038,10.206211,-3.864612,9.243597,-2.6222950000000003,14.486357,2.438863,-8.079457000000001,38.718594,4.0
0.021324,-0.232549,-0.010398,1.3206639999999998,0.23119,0.051996,0.299666,-0.783754,-0.558281,-0.006697,2.730065,0.121111,-0.276483,-2.2895939999999997,7.341328999999999,-2.629006,4.388658,0.226753,12.466802000000001,0.878175,-8.811064,-1.5833899999999999,6.0
-0.608785,-0.516141,0.114041,1.968649,0.591593,-0.322388,0.041126,-0.439202,-0.096477,0.324073,0.248868,0.347505,0.03307,0.211189,-6.677721000000001,7.0045660000000005,-13.228385000000001,-14.27198,-12.431399,-2.326203,16.78792,5.765308,3.0
-0.324275,-0.294022,-0.065333,1.66305,0.437941,-0.25475,0.343464,0.568008,0.880466,-0.530732,-2.27175,-1.3162479999999999,1.027816,1.715725,4.838727,-0.853503,3.9597300000000004,-4.472286,3.7960599999999998,1.8162209999999999,-4.51244,-1.2744360000000001,5.0
0.083685,-0.211029,-0.006471,1.195692,0.257705,0.059668,0.349533,-0.573254,0.001307,-0.419589,0.267095,-0.076071,-0.2631,-0.117026,-11.541036,-4.027782,2.730913,33.087185,2.2225490000000003,-6.3836059999999994,-19.796877,24.874474,1.0
